                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 2.8564,                 4.9415,                 2.5894,                0.00114,                0.10511,                0.00293,                0.00075,                  3.221,                  4.498,                 2.9416,             5.7838e-05,             5.7838e-05,             5.7838e-05
                     90,                 2.8608,                 4.9335,                 2.5999,                0.00113,                0.11259,                0.00404,                0.00105,                 3.2102,                 4.4932,                 2.9397,              5.371e-05,              5.371e-05,              5.371e-05
                     91,                 3.0231,                 5.3425,                 2.8636,                0.00163,                0.15869,                0.00979,                0.00271,                 3.1934,                 4.4028,                 2.9159,             4.9581e-05,             4.9581e-05,             4.9581e-05
                     92,                 3.0301,                   5.21,                 2.8792,                0.00203,                0.17378,                0.01086,                0.00367,                 3.1846,                 4.3749,                 2.9015,             4.5453e-05,             4.5453e-05,             4.5453e-05
                     93,                 3.0461,                 5.1755,                 2.8625,                0.00494,                0.19292,                0.01391,                0.00418,                 3.1765,                  4.367,                 2.8988,             4.1325e-05,             4.1325e-05,             4.1325e-05
                     94,                 2.9889,                 5.1448,                 2.8666,                0.00484,                0.19099,                0.01486,                0.00408,                 3.1799,                 4.3744,                 2.8969,             3.7196e-05,             3.7196e-05,             3.7196e-05
                     95,                 3.0267,                 5.1809,                 2.8638,                0.00834,                0.19348,                0.01954,                0.00521,                 3.1683,                 4.3609,                 2.8905,             3.3068e-05,             3.3068e-05,             3.3068e-05
                     96,                 2.9962,                 5.1014,                 2.8522,                0.00674,                0.20698,                0.01776,                0.00506,                 3.1768,                 4.3498,                   2.89,              2.894e-05,              2.894e-05,              2.894e-05
                     97,                 3.0094,                 5.1169,                 2.8411,                0.00622,                0.19814,                0.01778,                0.00539,                  3.162,                  4.343,                 2.8851,             2.4812e-05,             2.4812e-05,             2.4812e-05
                     98,                 2.9914,                 5.0456,                 2.8469,                0.01169,                0.19729,                0.01881,                0.00528,                 3.1576,                 4.3451,                 2.8806,             2.0683e-05,             2.0683e-05,             2.0683e-05
                     99,                 2.9721,                 5.1242,                 2.8266,                0.01176,                0.20541,                0.02059,                0.00581,                 3.1545,                 4.3376,                 2.8807,             1.6555e-05,             1.6555e-05,             1.6555e-05
                    100,                  2.996,                 5.0749,                 2.8552,                0.01051,                0.20819,                0.02205,                0.00645,                 3.1452,                 4.3434,                  2.879,             1.2427e-05,             1.2427e-05,             1.2427e-05
