                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                 1.4159,                 1.8492,                  1.535,                0.59149,                 0.5241,                0.55247,                0.33617,                 1.4437,                 1.3908,                 1.5389,             0.00011563,             0.00011563,             0.00011563
                     76,                 1.4357,                 1.8156,                 1.5345,                0.67135,                0.52789,                0.56539,                0.34171,                 1.4433,                 1.4003,                  1.546,             0.00011151,             0.00011151,             0.00011151
                     77,                 1.4334,                 1.8415,                  1.529,                0.62922,                0.53001,                0.55611,                0.34031,                 1.4398,                 1.4497,                 1.5364,             0.00010738,             0.00010738,             0.00010738
                     78,                 1.4465,                 1.8689,                 1.5501,                0.63467,                0.52603,                0.55363,                0.33705,                 1.4346,                 1.4306,                 1.5444,             0.00010325,             0.00010325,             0.00010325
                     79,                  1.431,                 1.8639,                 1.5434,                0.60654,                0.54339,                0.55303,                 0.3417,                 1.4432,                 1.4632,                 1.5351,             9.9121e-05,             9.9121e-05,             9.9121e-05
                     80,                 1.4328,                 1.7998,                 1.5165,                0.65181,                0.57239,                0.57363,                0.35049,                 1.4344,                 1.4112,                 1.5356,             9.4993e-05,             9.4993e-05,             9.4993e-05
                     81,                  1.428,                 1.8337,                 1.5265,                0.60256,                0.53273,                0.56103,                0.34666,                 1.4245,                 1.4113,                 1.5254,             9.0864e-05,             9.0864e-05,             9.0864e-05
                     82,                 1.4268,                 1.8297,                 1.5333,                0.59932,                0.54829,                0.56173,                0.34856,                 1.4293,                 1.4165,                  1.521,             8.6736e-05,             8.6736e-05,             8.6736e-05
                     83,                 1.4434,                 1.8368,                 1.5259,                 0.6165,                0.54651,                0.56372,                0.34554,                 1.4323,                 1.4501,                 1.5271,             8.2608e-05,             8.2608e-05,             8.2608e-05
                     84,                 1.4255,                 1.8425,                 1.5371,                0.63084,                0.56089,                0.57263,                0.35141,                 1.4335,                 1.4567,                  1.529,             7.8479e-05,             7.8479e-05,             7.8479e-05
