                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.3417,                 1.6636,                 1.4834,                0.67542,                0.56594,                0.60787,                0.38762,                 1.3729,                 1.3661,                 1.4676,              5.371e-05,              5.371e-05,              5.371e-05
                     91,                 1.2648,                 1.7436,                 1.4675,                 0.6538,                0.57412,                0.60413,                0.38578,                 1.3854,                 1.4313,                 1.4691,             4.9581e-05,             4.9581e-05,             4.9581e-05
                     92,                 1.2286,                  1.592,                 1.4658,                0.67077,                0.57589,                0.61234,                0.38971,                 1.3691,                 1.4079,                 1.4649,             4.5453e-05,             4.5453e-05,             4.5453e-05
                     93,                 1.2672,                 1.6546,                 1.4709,                0.69324,                0.57311,                0.61971,                0.40203,                 1.3587,                 1.4509,                 1.4531,             4.1325e-05,             4.1325e-05,             4.1325e-05
                     94,                  1.253,                 1.6537,                 1.4919,                0.66252,                 0.5877,                0.61904,                0.40159,                 1.3711,                 1.4317,                 1.4637,             3.7196e-05,             3.7196e-05,             3.7196e-05
                     95,                 1.2388,                 1.7028,                 1.4572,                0.69362,                0.58136,                0.62664,                0.40477,                 1.3644,                 1.4349,                 1.4577,             3.3068e-05,             3.3068e-05,             3.3068e-05
                     96,                 1.2178,                 1.6065,                 1.4545,                0.65698,                0.58385,                0.61773,                0.39806,                 1.3662,                 1.4483,                 1.4603,              2.894e-05,              2.894e-05,              2.894e-05
                     97,                 1.1933,                 1.7527,                 1.4277,                0.68649,                0.57869,                0.62308,                0.40377,                 1.3794,                 1.4069,                 1.4615,             2.4812e-05,             2.4812e-05,             2.4812e-05
                     98,                  1.226,                 1.5814,                 1.4531,                0.66998,                0.59318,                 0.6248,                0.40603,                 1.3662,                 1.4207,                 1.4548,             2.0683e-05,             2.0683e-05,             2.0683e-05
                     99,                 1.2202,                 1.6811,                 1.4386,                0.69694,                0.58076,                0.62738,                0.40826,                 1.3642,                 1.4093,                 1.4527,             1.6555e-05,             1.6555e-05,             1.6555e-05
                    100,                 1.1976,                 1.5775,                 1.4313,                0.68564,                0.58624,                0.62892,                0.41094,                 1.3646,                 1.4399,                 1.4542,             1.2427e-05,             1.2427e-05,             1.2427e-05
